Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Pleasant Grove Substation,Pacific Gas and Electric Company,38.8221004,-121.3065142,CA,electric
Upper Falls Powerhouse,Avista,47.6623109,-117.4226684,WA,electric
Industrial Substation,Roseville Electric,38.7815856,-121.3077577,CA,electric
Bradenton Substation,Florida Power & Light,27.4963853,-82.5667631,FL,electric
Fishhawk Substation TECO,TECO,27.8559803,-82.2012435,FL,electric
Navy Substation,Evergy,39.1116758,-94.5833519,MO,electric
Grand Avenue West Substation,Evergy,39.1114986,-94.5815502,MO,electric
46th Street Substation,TECO,28.0521611,-82.4104052,FL,electric
Northeast Ankeny Substation,MidAmerican Energy,41.7541141,-93.5616228,IA,electric
South City Substation,Sacramento Municipal Utility District,38.5085711,-121.4639428,CA,electric
Mandalay Switchyard,Southern California Edison,34.2077559,-119.2468823,CA,electric
Ankeny Substation,MidAmerican Energy,41.7132034,-93.5900798,IA,electric
100th & 54th Substation,MidAmerican Energy,41.6612552,-93.7547525,IA,electric
Weber Station,PacifiCorp,41.1376236,-111.8849599,UT,electric
Metropolitan Substation,Kansas City Board of Public Utilities,39.0717177,-94.7937673,KS,electric
Evergy Northeast Power Plant,Evergy,39.1223489,-94.5599957,MO,electric
Serramonte Substation,Pacific Gas and Electric Company,37.6509286,-122.4541665,CA,electric
Stagg Substation,Pacific Gas and Electric Company,37.9922986,-121.3485086,CA,electric
West Campus Cogeneration Facility,Madison Gas and Electric,43.0746282,-89.4238484,WI,electric
Lower Granite Substation,Bonneville Power Administration,46.6518415,-117.4199792,WA,electric
Lower Monumental Substation,Bonneville Power Administration,46.5501789,-118.5448549,WA,electric
Mabelvale Substation,Entergy,34.6343223,-92.4103337,AR,electric
Keo Substation,Entergy Arkansas,34.6404621,-92.0483191,AR,electric
White Bluff Substation,Entergy Arkansas,34.4241691,-92.1442922,AR,electric
Ironton Substation,First Electic Cooperatice,34.6334936,-92.2732352,AR,electric
Main Street Substation,Xcel Energy,44.9833433,-93.2545253,MN,electric
Southwest Lima Substation,American Electric Power,40.6774719,-84.1831098,OH,electric
East Lima Substation,American Electric Power,40.8006121,-84.0292444,OH,electric
Sterling Substation,American Electric Power,40.7011622,-84.1075331,OH,electric
Midway Substation,FirstEnergy,41.4753234,-83.918547,OH,electric
Dixie Substation,FirstEnergy,41.71554,-83.5152379,OH,electric
Rosemead Substation,Southern California Edison,34.0921435,-118.0826651,CA,electric
Shingletown Substation,West Penn Power,40.7598596,-77.8368569,PA,electric
Metro substation,Washington Metro Area Transit Authority,38.9941871,-77.0322665,MD,electric
Southtown Substation,Evergy,38.8696551,-94.8118142,KS,electric
Olathe Substation,Evergy,38.8852062,-94.7580589,KS,electric
Los Esteros Critical Energy Facility,Calpine,37.4250754,-121.9321169,CA,electric
Los Esteros Substation,Pacific Gas and Electric Company,37.4272373,-121.9328297,CA,electric
Murlen Substation,Evergy,38.8408264,-94.7720854,KS,electric
Scobie Pond 115kV Substation,Eversource,42.9015832,-71.3390581,NH,electric
Scobie Pond 115kV Substation,Eversource,42.9025829,-71.3403213,NH,electric
Scobie Pond 345kV Substation,Eversource,42.9045569,-71.3421412,NH,electric
Lake Tradition Substation,Puget Sound Energy,47.5306769,-122.0111135,WA,electric
Cedar Crest Substation,Oncor,32.7215991,-96.8022045,TX,electric
Cedar Crest Switching Station,Oncor,32.7218434,-96.804175,TX,electric
Mayflower Substation,Entergy Arkansas,34.9370197,-92.4385132,AR,electric
Vitulli Substation,Puget Sound Energy,47.7622399,-122.1752446,WA,electric
Cascade,Snohomish PUD,47.8761328,-122.1567121,WA,electric
Horse Ranch Substation,Puget Sound Energy,47.9717032,-122.1129991,WA,electric
Holladay Substation,PacifiCorp,45.5332929,-122.6601472,OR,electric
Sewickley Substation,West Penn Power,40.2674454,-79.6688781,PA,electric
Summit Substation,Western Area Power Administration,45.3253868,-97.0541314,SD,electric
Solar Electric Generating Systems (Plants VIII-IX),NextEra Energy,35.0318129,-117.3470765,CA,electric
LR Gaines Substation,Entergy Arkansas,34.7505443,-92.2766219,AR,electric
Prairie Creek Substation,Oncor,32.7772324,-96.6631688,TX,electric
W. A. Parish Station (138 kV),CenterPoint Energy,29.4828041,-95.6302752,TX,electric
Knott Substation,PacifiCorp,45.541427,-122.6651785,OR,electric
LR West Markham Substation,Entergy Arkansas,34.7532695,-92.3987625,AR,electric
LR Kanis Rd,Entergy Arkansas,34.7598994,-92.455969,AR,electric
Comanche Peak Station,Oncor,32.2977676,-97.7898598,TX,electric
Terminal Substation,Xcel Energy,44.9933179,-93.2070207,MN,electric
Desoto Substation,Indiana Michigan Power,40.2367631,-85.3057223,IN,electric
South Texas Project Switchyard,CenterPoint Energy,28.7995593,-96.050171,TX,electric
Kearny Generating Station,PSEG Fossil LLC,40.7372896,-74.0987815,NJ,electric
Kearny Substation,Public Service Enterprise Group,40.737864,-74.098483,NJ,electric
Essex Generating Station,PSEG Fossil LLC,40.7379741,-74.1208225,NJ,electric
Milhurst Solar,"NorthPark Solar, LLC",40.2548953,-74.3809124,NJ,electric
South Texas Project Electric Generating Station,South Texas Project Nuclear Operating Company,28.7953553,-96.0479122,TX,electric
Forney Substation,Oncor,32.7578598,-96.4869677,TX,electric
Trinity Bay Substation,CenterPoint Energy,29.6892295,-94.9116336,TX,electric
Cedar Bayou Station,NRG Energy,29.7499919,-94.9237804,TX,electric
Mitchell Dam,Alabama Power,32.8055128,-86.444788,AL,electric
Norway Hill Substation,Puget Sound Energy,47.7435669,-122.1935714,WA,electric
Duke Energy Charles Substation,Duke Energy,39.1064134,-84.5202075,KY,electric
IFF Solar Farm,NJR Clean Energy Ventures Corporation,40.4456808,-74.1544976,NJ,electric
Sayreville Generating Station,"Sayreville Power, LLC",40.4774421,-74.3536785,NJ,electric
Oahe Powerhouse,USACE-Omaha,44.4503258,-100.3874338,SD,electric
NorthPark Solar,"NorthPark Solar, LLC",40.2566568,-74.4421964,NJ,electric
Columbia Substation,Baltimore Gas & Electric,39.1940845,-76.8273325,MD,electric
Hollofield Substation,Baltimore Gas & Electric,39.3094557,-76.8036046,MD,electric
Chestnut Hill Substation,Baltimore Gas & Electric,39.2999076,-76.7935408,MD,electric
Granite Substation,Baltimore Gas and Electric,39.3392197,-76.839367,MD,electric
Santa Clara Substation,Southern California Edison,34.3021917,-119.1854388,CA,electric
Covanta Camden Energy Recovery Center,Covanta Energy,39.9093205,-75.1162738,NJ,electric
Mickleton Peaking Plant Substation,Atlantic City Electric,39.8117713,-75.2492321,NJ,electric
Cornerstone Power Holmdel LLC,OCI Solar Power,40.3519389,-74.1885549,NJ,electric
Grand Coulee 500kV Switchyard,Bureau of Reclamation,47.9662956,-119.0198939,WA,electric
Owens Corning,MN8 Energy LLC,39.8377589,-75.0524046,NJ,electric
Lower Cape May HS,MN8 Energy LLC,38.9771697,-74.906772,NJ,electric
Corridor Substation,AEP Ohio,40.124081,-82.8450232,OH,electric
Snohomish Substation,Bonneville Power Administration,47.9240352,-122.1038243,WA,electric
Silverhill Substation,Alabama Power,30.5538666,-87.7639266,AL,electric
Schultz Substation,Bonneville Power Administration,47.1208226,-120.5109761,WA,electric
Bell Substation,Bonneville Power Administration,47.7489803,-117.3732194,WA,electric
Midway Substation,Bonneville Power Administration,46.6205011,-119.7826994,WA,electric
PSE&G Yardville Solar Farm,Public Service Enterprise Group,40.167794,-74.657873,NJ,electric
Novelty Hill Substation,Puget Sound Energy,47.6878281,-122.0114368,WA,electric
Benbrook Substation,Oncor,32.6850332,-97.4712639,TX,electric
Kenosha Substation,American Transmission Company,42.5642377,-87.8742108,WI,electric
Arcadian Substation,American Transmission Company,43.0085704,-88.17333,WI,electric
Bluemound Substation,American Transmission Company,43.0287768,-88.0538575,WI,electric
96th Street Substation,American Transmission Company,43.0300129,-88.0310917,WI,electric
Baytown Substation,CenterPoint Energy,29.7333624,-95.0048632,TX,electric
Gilbert Generating Station,"Gilbert Power, LLC",40.5674306,-75.1602127,NJ,electric
McRae Substation TECO,TECO,28.0441328,-82.3636429,FL,electric
S.R. Bertron Plant,CenterPoint Energy,29.7250983,-95.0602898,TX,electric
Tredyffrin Substation,PECO,40.0548822,-75.4728468,PA,electric
PEMEX Substation,Shell,29.7219858,-95.1238958,TX,electric
Columbia Substation,Bonneville Power Administration,47.2949503,-120.0772113,WA,electric
McKinley Substation,TECO,28.0440221,-82.419581,FL,electric
Chief Joseph Substation,Bonneville Power Administration,47.9858641,-119.6517671,WA,electric
Collinsville Substation,Duke Energy,39.5150042,-84.6670808,OH,electric
Plymouth Meeting Substation,PECO,40.1039593,-75.2993245,PA,electric
Shelton Substation,Bonneville Power Administration,47.227819,-123.1233362,WA,electric
Kitsap Substation,Bonneville Power Administration,47.5316423,-122.704095,WA,electric
Hopewell Switching Station,Public Service Enterprise Group,40.3002326,-74.7860069,NJ,electric
Channelview Substation,CenterPoint Energy,29.7756394,-95.1509737,TX,electric
Crown Substation,Southern California Edison,33.6081674,-117.8651711,CA,electric
Stanley Parker Substation,"East Kentucky Power Cooperative, Inc.",38.8957147,-84.5796832,KY,electric
Branchburg Switching Station,Public Service Enterprise Group,40.544242,-74.7429409,NJ,electric
Lundy Power Plant,Southern California Edison,38.0423693,-119.1722767,CA,electric
Wilsonville Substation,Portland General Electric,45.3178143,-122.7667702,OR,electric
Waterton Substation,Public Service Company of Colorado,39.4969018,-105.0714349,CO,electric
Belmore Substation,Puget Sound Energy,47.3177925,-122.3125373,WA,electric
Bridge Street Lower Substation,Eversource,42.7649945,-71.4543766,NH,electric
Bridge Street Upper Substation,Eversource,42.7643248,-71.453888,NH,electric
Larrabee Substation,Jersey Central Power and Light,40.1136543,-74.1921781,NJ,electric
Smithburg Substation,Jersey Central Power and Light,40.2014277,-74.3605949,NJ,electric
East Windsor Substation,Jersey Central Power and Light,40.2404948,-74.5184123,NJ,electric
Brunswick Substation,Public Service Enterprise Group,40.4463016,-74.4610196,NJ,electric
Central Utility Plant,University of Cincinnati,39.1345201,-84.5094529,OH,electric
East Rockford Substation,Commonwealth Edison,42.294028,-88.9692908,IL,electric
Pleasant Valley Substation,Commonwealth Edison,42.2570914,-88.4400389,IL,electric
Shuffleton Substation,Puget Sound Energy,47.5017022,-122.2029448,WA,electric
Industrial Substation,CenterPoint Energy,29.7521241,-95.1858534,TX,electric
Millstone Substation,Eversource,41.3148043,-72.1653209,CT,electric
Silver Lake Substation,Commonwealth Edison,42.2546461,-88.2506475,IL,electric
Libertyville Substation,Commonwealth Edison,42.3135806,-87.9753049,IL,electric
Aptakisic Substation,Commonwealth Edison,42.1811251,-87.9620115,IL,electric
Millstone Nuclear Power Plant,Dominion Energy Nuclear Conn Inc,41.3124968,-72.1679764,CT,electric
Soscol Ferry Solar,Soscol Ferry Solar,38.2376622,-122.2755119,CA,electric
Arlington Heights Substation,Commonwealth Edison,42.1178206,-87.9846864,IL,electric
Palatine Substation,Commonwealth Edison,42.1194001,-88.057512,IL,electric
North Cambridge Substation,Eversource,42.3913977,-71.1428826,MA,electric
Wempletown Substation,Commonwealth Edison,42.342456,-89.1926557,IL,electric
Sabrooke Substation,Commonwealth Edison,42.2332619,-89.0959167,IL,electric
W. A. Parish Electric Generating Station,NRG Energy,29.477737,-95.6325809,TX,electric
Collins Substation,Commonwealth Edison,41.3495136,-88.3476833,IL,electric
ComEd Wilton Center 765kV Substation,Commonwealth Edison,41.3983126,-87.9525981,IL,electric
ComEd Wilton Center 345kV Substation,Commonwealth Edison,41.3992201,-87.9490727,IL,electric
Channel Island Substation,Southern California Edison,34.1817713,-119.2221444,CA,electric
Dresden Station,Commonwealth Edison,41.3910347,-88.2749014,IL,electric
Dresden Generating Station,Exelon,41.3897171,-88.2683493,IL,electric
El Cerrito G Substation,Pacific Gas and Electric Company,37.9162218,-122.3025375,CA,electric
Plymouth Substation,TECO,27.9730529,-82.4665058,FL,electric
ESS J310-2 Argonne,Commonwealth Edison,41.6961232,-87.9707844,IL,electric
AES Redondo Beach Power Plant,AES Corporation,33.8503852,-118.3947533,CA,electric
ComEd McCook 138kV-345kV Substation,Commonwealth Edison,41.8022139,-87.8231539,IL,electric
San Onofre Nuclear Generating Station,Southern California Edison,33.3695167,-117.5551023,CA,electric
Clinton Substation,CenterPoint Energy,29.7555402,-95.3011668,TX,electric
Pillsbury Substation Duke,Duke Energy,27.8204565,-82.6333253,FL,electric
Quarry Substation,PPL,40.6227693,-75.3491863,PA,electric
Covanta Hennepin Energy,Covanta Energy Co,44.9828536,-93.2803229,MN,electric
Belvidere Substation,Commonwealth Edison,42.2759679,-88.8670159,IL,electric
University Substation,CenterPoint Energy,29.716822,-95.3314119,TX,electric
Rogers Substation,Salt River Project,33.4249216,-111.7998856,AZ,electric
HVAC Central Plant,Southern California Edison,34.1856913,-117.3243341,CA,electric
Charles Substation,Commonwealth Edison,42.2593409,-89.051848,IL,electric
Alder Substation,Portland General Electric,45.5161745,-122.6319074,OR,electric
Garden Villas Substation,CenterPoint Energy,29.6510321,-95.3144354,TX,electric
Bondurant Substation,MidAmerican Energy,41.6749853,-93.4977981,IA,electric
High Bridge Power Plant,Northern States Power Co - Minnesota,44.9327777,-93.1095356,MN,electric
Dominion Delivery Point,Dominion Energy,38.7465288,-77.5093818,VA,electric
Loudoun Substation,Dominion Energy,38.8948329,-77.5681921,VA,electric
Brambleton Substation,Dominion Energy,38.9639315,-77.5490405,VA,electric
Pleasant View Substation,Dominion Energy,39.0758577,-77.5287732,VA,electric
Ox Substation,Dominion Energy,38.7236511,-77.2888023,VA,electric
Possum Point Substation,Virginia Electric and Power Company,38.5405059,-77.2794248,VA,electric
Possum Point Substation,Dominion Energy,38.5518683,-77.2780761,VA,electric
Aquia Substation,Virginia Electric and Power Company,38.5007928,-77.3648364,VA,electric
Smoketown Substation,North Virginia Electric Cooperative,38.6415099,-77.3023424,VA,electric
Arcola Delivery Point,North Virginia Electric Cooperative,38.8966224,-77.5698853,VA,electric
Keene Mill Substation,Dominion Energy,38.7739198,-77.2634965,VA,electric
Patterson Street Substation,The Pennsylvania State University,40.7896892,-77.8712089,PA,electric
Huxley Industrial Substation,Alliant Energy,41.8891293,-93.6092803,IA,electric
Airport Substation,North Virginia Electric Cooperative,38.7399714,-77.5092219,VA,electric
16th & Wabash Substation,MidAmerican Energy,41.5803404,-93.6369244,IA,electric
MidAmerican Energy River Hills Gas Plant,MidAmerican Energy,41.5904669,-93.6195302,IA,electric
MLK Substation,MidAmerican Energy,41.5823342,-93.6235964,IA,electric
University of Colorado,University of Colorado Boulder,40.0075839,-105.2691007,CO,electric
Busch Substation,CenterPoint Energy,29.7748996,-95.2678672,TX,electric
White River Substation,Puget Sound Energy,47.2391095,-122.2102793,WA,electric
Atlantic Substation,NOVEC,38.7843414,-77.5800704,VA,electric
Granger Substation,MidAmerican Energy,41.7515643,-93.8198655,IA,electric
Bismarck Substation,Western Area Power Administration,46.8135992,-100.7289962,ND,electric
East Bismarck Substation,Montana-Dakota Utilities,46.811176,-100.7293988,ND,electric
South Houston Substation,CenterPoint Energy,29.6289735,-95.2251524,TX,electric
Forest & Vermont Substation,MidAmerican Energy,41.6035315,-93.6142098,IA,electric
Newton Eighth Street Substation,Alliant Energy,41.7024016,-93.0621296,IA,electric
